grade,book_name,lecture_no,lecture_title,section_label,section_level,page_no,question_no,star_level,ocr_confidence,has_diagram,text_length_chars,text_length_band,topic_domain,structure_signals,quality_flags,knowledge_anchor_terms,dim5_reference_band,dim5_reference_sublevel,match_safety_level,dim4_reference_level_skeleton,dim4_auto_calibration_allowed,question_text,source_pdf
3,竞赛数学导引 三年级,4,找规律,超越篇,challenge,41,1,,0.8698,False,81,medium,pattern,,,找规律|pattern,高思导引超越篇难度,high,auto,L4,False,"找规律，填空： (1)1，3，4，7,1，8,9,7, 3，9,2； (2)1，2，6，24，120， 5040； (3)2，3，10，15，26，35， 63,82,99.",C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,4,找规律,超越篇,challenge,41,2,,0.9547,True,29,short,geometry,,has_diagram,找规律|geometry,高思导引超越篇难度,high,review,L4,False,如图4-17，请按照已有图形的规律画出下一个图形 图 4-17,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,4,找规律,超越篇,challenge,41,3,,0.9875,True,40,short,geometry,,has_diagram,找规律|geometry,高思导引超越篇难度,high,review,L4,False,请在图4-18中的横线上填人恰当的图形，使得整幅图的构成具有某种规律. 图4-18,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,4,找规律,超越篇,challenge,41,4,,0.9204,True,56,medium,pattern,,has_diagram,找规律|pattern,高思导引超越篇难度,high,review,L4,False,观察图4－19每幅图中三个数的规律.请问：其中第几幅图的三个数之和为1234？ (1) (2) (3) (4) 图4-19,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,4,找规律,超越篇,challenge,42,5,★,0.9856,False,37,short,geometry,,,找规律|geometry,高思导引超越篇难度,high,auto,L4,False,图4－20中所填的数之间有着统一的规律，那么空白圆圈内应该填几？ 图4-20,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,4,找规律,超越篇,challenge,42,6,,0.9806,True,29,short,geometry,,has_diagram,找规律|geometry,高思导引超越篇难度,high,review,L4,False,观察图4-21中各图形的规律，画出“？”处的图形 图4-21,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,4,找规律,超越篇,challenge,42,7,,0.9808,False,27,short,pattern,,,找规律|pattern,高思导引超越篇难度,high,auto,L4,False,找规律，请在图4-22的空格中填人适当的数. 图4-22,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,4,找规律,超越篇,challenge,42,8,,0.8776,False,114,long,pattern,recursive_or_sequence,,找规律|计算问题|pattern|recursive_or_sequence,高思导引超越篇难度,high,auto,L4,False,"下面这几个数列的规律很特别，你能填出其中的数吗？ (1)1,121,2,61,3,41，4,31， 6，21； (2)1,7,12,24，31，47，50， 73，85，90,96； (3)3,6,21，42,84,69,291,483，",C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,兴趣篇,interest,43,1,★,0.9891,False,44,short,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,有甲、乙两筐苹果，甲筐苹果重15千克，乙筐苹果比甲筐的3倍多5千克.乙筐苹果 重多少千克？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,兴趣篇,interest,43,2,★,0.9976,False,54,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,墨莫和小山羊比赛吃巧克力，小山羊吃了60块巧克力，它吃的巧克力比墨莫吃的7 倍还多4块.墨莫吃了多少块巧克力？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,兴趣篇,interest,43,3,★,0.9909,False,53,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,小高和墨莫参加学校组织的植树活动，两人一共种了12棵树，其中墨莫种的棵数是 小高的2倍.墨莫一共种了几棵树？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,兴趣篇,interest,44,4,★★,0.9931,False,46,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,甲、乙两堆货物一共有160件，已知甲堆货物比乙堆的3倍还多40件，甲、乙两堆 各有多少件货物？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,兴趣篇,interest,44,5,★★,0.9915,False,54,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,书架上放着一些童话和科幻小说，一共有47本，童话的数量比科幻小说数量的4 倍少3本.书架上放着多少本科幻小说？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,兴趣篇,interest,44,6,★,0.9954,False,73,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,小陈为找工作准备了中、英文两份简历，中文简历的字数是英文简历单词数的3倍， 而且中文简历字数比英文简历单词数多220个.请问：中文简历的字数是多少？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,兴趣篇,interest,44,7,★★,0.9946,False,74,medium,general,travel_chain,,和差倍问题一|general|travel_chain,4年级及以前高思导引拓展篇及以下难度,low,auto,L2,False,卡莉娅和萱萱在操场上练习跑步，一段时间过后，萱萱跑的路程比卡莉娅跑的3倍 还多80米.如果卡莉娅比萱萱少跑了500米，那么卡莉娅和萱萱一共跑了多少米？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,兴趣篇,interest,44,8,★★,0.9972,False,81,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,原先《花城日报》和《鹏城晚报》有同样数目的版面.后来《花城日报》扩充版面，增加 了10版，这样《花城日报》的版面比《鹏城晚报》的4倍少2版.两种报纸现在各有多少版？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,兴趣篇,interest,44,9,★,0.9979,False,57,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,小高在玩具店看中了两件汽车模型.如果两件都买，一共需要400元.已知这两件模 型相差60元，这两件模型各要多少元钱？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,兴趣篇,interest,44,10,★,0.9916,False,96,long,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L2,False,甲、乙两位火炬手负责把火炬从A地传递到B地，先由甲从A地出发，并在途中将 火炬传递给乙，乙接过火炬后继续慢跑前往B地.已知A、B两地相距2400米，并且甲比乙多 跑了600米.请问：甲跑了多少米？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,45,1,★,0.9991,False,42,short,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,纺织厂有职工480人，其中女职工人数是男职工人数的3倍.请问：男、女职工各有 多少人？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,45,2,★★,0.9958,False,40,short,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,某交通协管员七月份开出78张罚单，这些罚单分为两种：一种是违章停车，另一种 少张？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,45,3,★★,0.9892,False,36,short,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,果园中梨树和苹果树共有67棵，梨树比苹果树的2倍少2棵，苹果树有多少棵？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,45,4,,0.9937,False,84,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,动物园里有5座猴山，其中3座住着金丝猴，2座住着猕猴.这5座猴山上猴子的数 量分别为：10、15、30、35、70.已知金丝猴的总数是猕猴的3倍，问：哪两座山上住着猕猴？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,45,5,★★,0.9976,False,47,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,学校合唱团成员中，女生人数是男生的3倍，而且女生比男生多80人.合唱团里男 生和女生各有多少人？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,45,6,,0.9923,False,96,long,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L4,False,有两款数码相机，一款是高档专业相机，一款是普通家用相机.家用相机价格较低， 比专业相机便宜了4600元.买1台专业相机的钱足够买4台家用相机，而且还能剩下100元. 请问：专业相机的价格是多少钱？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,46,7,,0.9858,False,64,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,甲、乙两筐苹果重量相等，现在从甲筐拿出12千克苹果放人乙筐，结果乙筐苹果的 重量就比甲筐的3倍少2千克.两筐苹果原来各有多少千克？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,46,8,,0.9971,False,79,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,亚洲杯决赛中，中国记者的人数是外国记者人数的3倍.比赛结束后中国记者有 180人离场，外国记者有40人离场，剩下的中、外记者人数相等.原来中、外记者各有多少人？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,46,9,★,0.9963,False,64,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,张先生投资股票，2006年和2007年一共盈利40万元，其中2006年比2007年少盈 利14万元.张先生2007年盈利多少万元？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,46,10,★★,0.9967,False,47,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,登月行动地面控制室的成员由两组专家组成，两组共有专家125名.原来第一组 来第一组有多少名专家？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,46,11,★★,0.9902,False,55,medium,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,育才小学三年级有3个班，一共有学生126人.如果一班比二班多4人，二班比三 班多4人，那么这三个班分别有多少人？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,46,12,,0.9938,False,98,long,general,,,和差倍问题一|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L4,False,三堆糖果共有105颗，其中第一堆糖果的数量是第二堆的3倍，而第三堆糖果的 数量又比第二堆的2倍少3颗.第三堆糖果有多少颗？ 多1吨，而乙粮仓的粮食总量则是丙粮仓的2倍.问：甲粮仓比丙粮仓多存粮多少吨？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,拓展篇,extension,47,14,,0.9976,False,47,medium,number_theory,,,和差倍问题一|number_theory,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,两个自然数相除，商是4，余数是1.如果被除数、除数、商以及余数的和是56，那么 被除数等于多少？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,超越篇,challenge,47,1,,0.998,False,113,long,general,,,和差倍问题一|general,高思导引超越篇难度,high,auto,L4,False,姐妹俩一起做数学、语文两科作业，姐姐花在数学作业上的时间比妹妹多10分钟， 而妹妹花在语文作业上的时间比姐姐多4分钟.已知姐姐一共花了88分钟做完作业，妹妹做 数学作业的时间比语文作业少12分钟.请问：妹妹做语文作业花了多少分钟？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,超越篇,challenge,47,2,,0.9986,False,53,medium,general,,,和差倍问题一|general,高思导引超越篇难度,high,auto,L4,False,有两个炮兵营参加军事演习，他们各准备了若干枚炮弹.开始一营比二营多准备了 多3枚.一营开始时准备了几枚炮弹？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,超越篇,challenge,47,3,,0.9985,False,67,medium,general,,,和差倍问题一|general,高思导引超越篇难度,high,auto,L4,False,游泳池里男生的人数比女生的6倍少11人，比女生的4倍多13人.那么男生有多 少人？ 队人数是吴国的2倍，又是蜀国的3倍.魏国军队有多少人？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,超越篇,challenge,47,5,,0.9849,False,92,long,general,,,和差倍问题一|general,高思导引超越篇难度,high,auto,L4,False,红旗小学三年级有甲、乙、丙3个班，一共有学生162人.如果从甲班转出2个人到 乙班，则甲、乙两班人数相同；如果这时再从丙班转出3个人到乙班，则乙、丙两班人数相同。 请问：申班原来有多少人？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,超越篇,challenge,48,6,,0.9964,False,145,very_long,general,,,和差倍问题一|general,高思导引超越篇难度,high,auto,L4,False,甲、乙两人一共带了80元钱去商店买东西，甲用自已带的钱的一半买了一本漫画 书，乙花了10元钱买了一盘磁带，这时甲剩下的钱恰好是乙剩下的3倍.那么乙带了多少 元钱？ 到1块金牌，那么金牌数就是银牌数和铜牌数之和；如果有1块金牌变成银牌，那么金牌数和 银牌数将一样多.请问：这个国家一共得到多少块金牌？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,5,和差倍问题一,超越篇,challenge,48,8,,0.9975,False,97,long,general,,,和差倍问题一|general,高思导引超越篇难度,high,auto,L4,False,小云、小达、萱萱、卡莉娅四位小朋友去游乐园玩，一共花了154元钱，有趣的是：小 云花的钱数加上5元等于小达花的钱数减去7元，等于萱萱花的钱数乘以3，等于卡莉娅花的 钱数除以4.请问：小达花了多少钱？,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,兴趣篇,interest,49,1,★,0.8913,False,47,medium,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,在口内填人适当的数字，使图6-1中的加法竖式成立， □□□ □□□ +439 -439 图6-1 图6-2,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,兴趣篇,interest,49,2,★,0.9721,False,25,short,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,在口内填人适当的数字，使图6-2中的减法竖式成立.,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,兴趣篇,interest,49,3,★,0.928,False,44,short,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,在口内填人适当的数字，使图6-3中的加法竖式成立， 8口 +24 +□8 □22 图6-3 图6-4,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,兴趣篇,interest,49,4,★,0.9869,False,25,short,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,在口内填人适当的数字，使图6-4中的加法竖式成立.,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,兴趣篇,interest,50,5,★,0.8679,False,50,medium,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,在图6-5和图6-6的口内填人适当的数字，使加法竖式成立. +5□ +口3口 94□ 2□□ 图6-5 图6-6,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,兴趣篇,interest,50,6,★,0.9694,False,39,short,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,在图6-7的口内填人适当的数字，使减法竖式成立. □9□9 -19 1111 图6-7,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,兴趣篇,interest,50,7,★,0.8741,False,39,short,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,在图6-8的口内填入适当的数字，使减法竖式成立， □□237 6□6 □8□ 图6-8,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,兴趣篇,interest,50,8,★★,0.8283,False,49,medium,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,low,auto,L1,False,图6-9是一个加减混合运算的竖式，在口内填人适当的数字使竖式成立. 口1 □9□ □□ 9□ □□口 图6-9,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,兴趣篇,interest,"50,51",9,★★,0.9034,False,203,very_long,general,,cross_page_question,简单加减法竖式|数字谜问题|general,4年级及以前高思导引拓展篇及以下难度,low,review,L3,False,在图6-10所示的竖式里，四张小纸片各盖住了一个数字，被盖住的4个数字的总 和是多少？ 口 口 +口口 图6-10 大的庆祝活动.在宴会最热闹的时候，哥伦布举杯说道：“今年是1492年，我们要永远记住这 哥伦布的问题是这样的：把图6－11中的竖式填写完整，使得填人的数字之和最大.答对的船 员会得到与这个最大值数量相同的金币.最后，一个聪明的船员拿到了金币.请问：这个船员 得到了多少枚金币？ □□□ +□□口 1492 图6-11,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,51,1,★,0.8978,False,41,short,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,图6－12是一个加法竖式，请在口内填人适当的数字，使竖式成立. 3 □ +33 图6-12,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,51,2,★,0.8803,True,62,medium,general,,has_diagram,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,review,L3,False,如图6-13，如果在口内填人合适的数字，可以使竖式成立，那么所有口内填写的数 字之和是多少？ □0□7 + 9□ 口口口78 图6-13,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,51,3,★★,0.8603,False,61,medium,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,在图6-14和图6-15的口内填人适当的数字，使竖式分别成立. (1) (2) □□□ 5□ 十 □93□ 2□□□ 图6-14 图6-15,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,51,4,★,0.9447,False,34,short,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,在图6-16的口内填人适当的数字，使竖式成立 -207 □9□ 图6-16,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,52,5,★★,0.8794,False,59,medium,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,在图6-17和图6-18的口内填人适当的数字，使竖式分别成立. (1) □□ 4 (2) 口口口口 口□ □□8 图6-17 图6-18,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,52,6,★,0.7933,False,34,short,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,在图6-19的口内填人适当的数字，使竖式成立. □□。 口□口 图6-19,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,52,7,,0.8604,False,40,short,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,在图6-20的口内填人适当的数字，使竖式成立 □□ 9 □ 口口 口 8口 口口口口 图6-20,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,52,8,★★,0.8366,False,70,medium,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,在图6-21的每个口内填人1、3、5、7、9这五个数字中的一个，使其成为正确的 加法竖式，那么所填的各个数字之和是多少？ □□ □ □口 口 图6-21,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,52,9,,0.8678,False,55,medium,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,在图6-22的口内填人适当的数字，使得竖式成立，那么所有空格内数字的和最大 是多少？ □□□ 口口 口 □□ 7 图6-22,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,53,10,★★,0.7529,True,60,medium,general,,has_diagram,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,review,L3,False,如图6-23，口、○和△分别代表三个不同的数字.请找出它们分别代表的数字， 把这个竖式补充完整. □○ + 口口 OO△ 图6-23,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,53,11,,0.8805,True,51,medium,general,,has_diagram,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,review,L3,False,如图6-24所示，口、○和△分别表示不同的数字.请找出它们分别表示什么数字 ○□△ △ 十 △ □□△ 图6-24,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,53,12,,0.8787,False,57,medium,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,图6-25是一个加法竖式，其中△、口和分别代表三个不同的数字，那么 △十口一等于多少？ 1□△ 2△ +3△ △□ 图6-25,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,53,13,★★,0.9251,False,58,medium,general,,,简单加减法竖式|general,4年级及以前高思导引拓展篇及以下难度,mid,auto,L3,False,请将1～5这五个数字填入图6-26的口中，把竖式补充完整.（每个数字只能用 一次） □67□9 □□□8 54321 图6-2,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,拓展篇,extension,53,14,,0.8771,True,67,medium,general,,has_diagram,简单加减法竖式|数字谜问题|general,4年级及以前高思导引拓展篇及以下难度,mid,review,L3,False,如图6-27，用0～9这10个数字各一次，可组成一个正确的加法竖式.现已填好3 个数字，那么这个算式的结果是多少？ □ 4 十 □□□□ 图6-2,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,超越篇,challenge,54,1,,0.9241,False,90,long,general,,,简单加减法竖式|general,高思导引超越篇难度,high,auto,L4,False,在图6－28的两个加法竖式中，相同的汉字代表相同的数字，不同的汉字代表不同 的数字.请问：奥林匹克运动会代表的七位数是什么？ 奥林匹克 克匹林奥 + 运动会 + 会动运 2008 3988 图6-28,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,超越篇,challenge,54,2,,0.8395,False,73,medium,general,,,简单加减法竖式|general,高思导引超越篇难度,high,auto,L4,False,在图6-29的每个口内填人2～6这5个数字中的一个，使其成为正确的加法竖 式，那么这9个口中的数字之和是多少？ □□□ □ □ □ □ 中 口口 4664 图6-29,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,超越篇,challenge,54,3,,0.97,False,79,medium,general,,,简单加减法竖式|general,高思导引超越篇难度,high,auto,L4,False,在图6－30中的竖式中，相同的汉字代表相同的数字.不同的汉字代表不同的数 字.请求出每个汉字分别代表什么数字. 学数学 用数学 学好数学 + 用好数学 数学学为用 图6-30,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,超越篇,challenge,54,4,,0.8391,True,62,medium,general,,has_diagram,简单加减法竖式|general,高思导引超越篇难度,high,review,L4,False,如图6-31，用0～9这十个数字各一次，可组成一个正确的减法竖式.现已填好3 个数字，请将竖式补充完整， □□ □ □ □□ 图6-31,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
3,竞赛数学导引 三年级,6,简单加减法竖式,超越篇,challenge,55,5,,0.8946,False,60,medium,general,,,简单加减法竖式|general,高思导引超越篇难度,high,auto,L4,False,在图6－32的口内分别填人适当的数字，可以使竖式成立.那么所填的7个数字之 和最大是多少？ □□□□ □□□ 3862 图6-32,C:\Users\admin\Desktop\试卷分析project\参考教材\奥数\竟赛数学导引 三年级.pdf
